,loss,accuracy,val_loss,val_accuracy,lr
0,1.166912317276001,0.618593156337738,0.4954604208469391,0.8189533352851868,0.001
1,0.36764979362487793,0.870272159576416,0.3327796459197998,0.8797736763954163,0.001
2,0.22373069822788239,0.9293036460876465,0.251937597990036,0.9207921028137207,0.001
3,0.17185845971107483,0.9420289993286133,0.19737651944160461,0.9377651810646057,0.001
4,0.11740536987781525,0.9696005582809448,0.16466864943504333,0.9476661682128906,0.001
5,0.09624412655830383,0.9749028086662292,0.21404162049293518,0.9179632067680359,0.001
6,0.08993659168481827,0.97737717628479,0.12308663874864578,0.9660537242889404,0.00020000001
7,0.0610814243555069,0.9904559850692749,0.11699096113443375,0.9660537242889404,0.00020000001
8,0.05502428859472275,0.9925768971443176,0.11667916923761368,0.9603960514068604,0.00020000001
9,0.05184762179851532,0.9936373233795166,0.11572027951478958,0.9660537242889404,0.00020000001
10,0.048970501869916916,0.9954047203063965,0.11620725691318512,0.9660537242889404,0.00020000001
11,0.046334799379110336,0.9957582354545593,0.11502984911203384,0.9646393060684204,1e-04
12,0.04450518265366554,0.9957582354545593,0.11197219043970108,0.9702970385551453,1e-04
13,0.04274925962090492,0.9961116909980774,0.1111859381198883,0.9702970385551453,1e-04
14,0.04172363877296448,0.9961116909980774,0.11103307455778122,0.9688826203346252,1e-04
15,0.040195856243371964,0.9968186616897583,0.11047851294279099,0.9717114567756653,1e-04
16,0.03927893936634064,0.9971721172332764,0.10766731202602386,0.9702970385551453,1e-04
17,0.03805363178253174,0.9971721172332764,0.10646800696849823,0.9717114567756653,1e-04
18,0.03694520890712738,0.9975256323814392,0.10520193725824356,0.9717114567756653,1e-04
19,0.03600126877427101,0.9978790879249573,0.10396163910627365,0.9717114567756653,1e-04
20,0.034653641283512115,0.9978790879249573,0.10627438127994537,0.9674682021141052,1e-04
21,0.033767472952604294,0.9982326030731201,0.10213354974985123,0.9717114567756653,1e-04
22,0.03277973458170891,0.9982326030731201,0.10159537941217422,0.9745402932167053,1e-04
23,0.032030124217271805,0.9978790879249573,0.1023474633693695,0.9731258749961853,1e-04
24,0.031001543626189232,0.9982326030731201,0.10381471365690231,0.9688826203346252,1e-04
